Fid,Airline,Flight,DateTime,Lat,Lon,Geoaltitude,Lat2,Lon2,Geoaltitude2,Lat3,Lon3,Geoaltitude3,Lat4,Lon4,Geoaltitude4,Lat5,Lon5,Geoaltitude5,Label
180.149.136.194-10.42.0.151-443-46507-6,Vistara,UK-809,01-12-23 18:05,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-104.88.106.16-43374-80-6,Vistara,UK-835,01-12-23 18:05,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
157.55.130.167-10.42.0.151-40019-60677-6,Air_India,AI-767,01-12-23 18:05,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.151-10.42.0.1-43359-5351-17,Air_India,AI-401,01-12-23 18:05,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.151-106.11.92.14-35951-443-6,Vistara,UK-705,01-12-23 18:05,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.12.206-10.42.0.151-443-56397-6,Air_India,AI-473,01-12-23 18:05,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,1
172.217.10.1-10.42.0.42-443-49550-6,Vistara,UK-707,01-12-23 18:05,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-10.42.0.1-60203-53-17,GO_FIRST,G8-213,01-12-23 18:05,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.6.195-10.42.0.151-443-44206-6,Air_India,AI-409,01-12-23 18:05,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
151.101.21.140-10.42.0.211-443-45960-6,Air_India,AI-429,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.151-10.42.0.1-8426-53-17,Air_India,AI-401,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.10.10-10.42.0.42-443-48346-6,Vistara,UK-837,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,1
10.42.0.211-10.42.0.1-63073-53-17,Air_India,AI-877,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
169.45.219.232-10.42.0.211-443-37515-6,SpiceJet,SG-8803,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.42-42.236.125.112-48506-80-6,SpiceJet,SG-8169,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.10.46-10.42.0.151-443-49408-6,Vistara,UK-927,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-64.71.142.120-53880-443-6,Vistara,UK-985,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.10.238-10.42.0.151-443-58013-6,Vistara,UK-977,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-52.197.242.223-34301-443-6,Vistara,UK-963,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-31.13.71.52-60528-80-6,Vistara,UK-955,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-10.42.0.1-50765-53-17,Vistara,UK-953,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.151-10.42.0.1-60239-53-17,GO_FIRST,G8-334,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,1
172.217.10.67-10.42.0.211-443-45177-6,GO_FIRST,G8-336,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-106.39.162.36-53895-80-6,GO_FIRST,G8-346,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.7.196-10.42.0.42-443-48776-6,GO_FIRST,G8-330,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
175.100.207.232-10.42.0.42-80-40399-6,GO_FIRST,G8-338,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.3.110-10.42.0.151-443-44043-6,GO_FIRST,G8-323,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.10.42-10.42.0.211-443-38691-6,Indigo,6E-5001,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,1
199.16.156.200-10.42.0.211-443-51123-6,Indigo,6E-2046,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-10.42.0.1-59103-53-17,Indigo,6E-5041,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-23.208.26.242-36317-443-6,Indigo,6.00E-218,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,1
10.42.0.151-10.42.0.1-46431-53-17,Indigo,6E-549,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.1-10.42.0.42-53-28232-17,Indigo,6E-6722,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-23.206.125.17-34380-80-6,SpiceJet,SG-8157,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.10.106-10.42.0.151-443-50730-6,Indigo,6E-6278,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
205.185.216.10-10.42.0.42-80-52886-6,Indigo,6E-5328,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
224.0.0.251-10.42.0.1-5353-5353-17,AirAsia,I5-764,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
183.79.248.252-10.42.0.151-443-41050-6,Air_India,AI-868,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.10.132-10.42.0.42-443-37246-6,Air_India,AI-887,01-12-23 18:06,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.151-54.192.38.7-43591-443-6,Air_India,AI-665,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.10.136-10.42.0.42-443-42289-6,Air_India,AI-805,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.151-108.174.10.10-33881-80-6,Air_India,AI-624,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-23.194.180.131-57741-443-6,AirAsia,I5-747,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.10.226-10.42.0.42-443-60326-6,AirAsia,I5-747,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.42-59.38.112.48-48519-443-6,GO_FIRST,G8-188,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-10.42.0.1-11712-53-17,GO_FIRST,G8-103,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.6.234-10.42.0.211-443-41639-6,Air_India,AI-636,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.42-13.107.3.128-39304-443-6,Air_India,AI-441,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.1-10.42.0.42-53-58417-17,Vistara,UK-995,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-106.11.94.27-57975-443-6,Vistara,UK-951,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-111.1.17.152-34919-8077-6,Vistara,UK-933,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-115.239.210.141-58596-80-6,Vistara,UK-945,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,1
198.11.132.221-10.42.0.211-443-35896-6,AirAsia,I5-784,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-52.84.143.103-37749-443-6,Indigo,6E-6202,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,1
172.217.11.14-10.42.0.151-443-55272-6,Indigo,6E-2022,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
205.204.101.182-10.42.0.211-443-60121-6,SpiceJet,SG-2976,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,1
10.42.0.211-64.71.142.124-39418-443-6,SpiceJet,SG-2976,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-72.21.206.140-54193-443-6,Air_India,AI-469,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
172.217.10.142-10.42.0.42-443-60123-6,Air_India,AI-542,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.1-10.42.0.42-53-62949-17,Air_India,AI-560,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,1
192.229.173.173-10.42.0.211-80-49914-6,Vistara,UK-683,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
140.205.164.47-10.42.0.151-443-57432-6,Air_India,AI-403,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,1
10.42.0.211-61.135.185.139-54819-80-6,Indigo,6E-2154,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.151-52.216.1.211-41820-443-6,Air_India,AI-9843,01-12-23 18:07,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,33.78941345,-84.47225142,441.96,0
10.42.0.211-34.197.129.91-49828-443-6,Vistara,UK-871,01-12-23 18:07,33.79673845,-84.46414948,533.4,33.79586792,-84.46485247,525.78,33.79538843,-84.46529388,525.78,33.79450394,-84.46620941,510.54,33.793666,-84.46718216,502.92,0
10.42.0.151-119.146.74.49-36548-443-6,Indigo,6E-2168,01-12-23 18:07,33.79586792,-84.46485247,525.78,33.79538843,-84.46529388,525.78,33.79450394,-84.46620941,510.54,33.793666,-84.46718216,502.92,33.79282806,-84.46821213,495.3,0
172.217.6.202-10.42.0.151-443-49843-6,Indigo,6E-2193,01-12-23 18:07,33.79538843,-84.46529388,525.78,33.79450394,-84.46620941,510.54,33.793666,-84.46718216,502.92,33.79282806,-84.46821213,495.3,33.79208322,-84.4692421,495.3,0
209.10.120.26-10.42.0.211-80-39802-6,Indigo,6E-369,01-12-23 18:07,33.79450394,-84.46620941,510.54,33.793666,-84.46718216,502.92,33.79282806,-84.46821213,495.3,33.79208322,-84.4692421,495.3,33.79105907,-84.47072983,480.06,0
10.42.0.211-66.231.239.122-57320-80-6,Air_India,AI-544,01-12-23 18:07,33.793666,-84.46718216,502.92,33.79282806,-84.46821213,495.3,33.79208322,-84.4692421,495.3,33.79105907,-84.47072983,480.06,33.79031424,-84.47187424,472.44,0
10.42.0.211-69.147.82.215-35050-443-6,Indigo,6E-2338,01-12-23 18:08,33.79282806,-84.46821213,495.3,33.79208322,-84.4692421,495.3,33.79105907,-84.47072983,480.06,33.79031424,-84.47187424,472.44,33.78961595,-84.47301865,464.82,0
10.42.0.151-10.42.0.1-41264-53-17,Indigo,6.00E-282,01-12-23 18:08,33.79208322,-84.4692421,495.3,33.79105907,-84.47072983,480.06,33.79031424,-84.47187424,472.44,33.78961595,-84.47301865,464.82,33.78896422,-84.47416306,464.82,0
10.42.0.211-23.203.49.224-39585-443-6,Vistara,UK-809,01-12-23 18:08,33.79105907,-84.47072983,480.06,33.79031424,-84.47187424,472.44,33.78961595,-84.47301865,464.82,33.78896422,-84.47416306,464.82,33.78896422,-84.47416306,457.2,0
172.217.6.202-10.42.0.151-443-51615-6,Vistara,UK-813,01-12-23 18:08,33.79031424,-84.47187424,472.44,33.78961595,-84.47301865,464.82,33.78896422,-84.47416306,464.82,33.78896422,-84.47416306,457.2,33.78896422,-84.47416306,449.58,1
140.205.62.20-10.42.0.42-80-37448-6,Vistara,UK-817,01-12-23 18:08,33.78961595,-84.47301865,464.82,33.78896422,-84.47416306,464.82,33.78896422,-84.47416306,457.2,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.151-123.125.29.138-37205-443-6,Vistara,UK-815,01-12-23 18:08,33.78896422,-84.47416306,464.82,33.78896422,-84.47416306,457.2,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,1
10.42.0.42-52.94.232.33-33827-443-6,Indigo,6E-2193,01-12-23 18:08,33.78896422,-84.47416306,457.2,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-113.200.98.174-54230-80-6,Indigo,6.00E-152,01-12-23 18:08,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.12.138-10.42.0.151-443-54839-6,Air_India,AI-453,01-12-23 18:08,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.10.234-10.42.0.211-443-50197-6,Vistara,UK-859,01-12-23 18:08,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.151-54.239.17.113-58516-443-6,Vistara,UK-637,01-12-23 18:08,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
173.194.205.188-10.42.0.211-5228-60825-6,Vistara,UK-801,01-12-23 18:08,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.7.228-10.42.0.211-443-43275-6,Vistara,UK-829,01-12-23 18:08,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
239.255.255.250-10.42.0.1-1900-35491-17,Vistara,UK-899,01-12-23 18:08,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.42-106.11.129.143-55477-80-6,Vistara,UK-829,02-12-23 21:27,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
192.229.173.173-10.42.0.211-80-46885-6,Air_India,AI-9857,02-12-23 21:27,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-121.12.98.63-47427-80-6,Indigo,6E-607,02-12-23 21:27,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
158.85.58.101-10.42.0.211-5222-41037-6,Air_India,AI-504,02-12-23 21:27,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-10.42.0.1-54321-53-17,Vistara,UK-819,02-12-23 21:27,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
10.42.0.211-10.42.0.1-40599-53-17,Air_India,AI-885,02-12-23 21:27,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
172.217.12.170-10.42.0.211-443-55260-6,SpiceJet,SG-2277,02-12-23 21:27,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,33.78896422,-84.47416306,449.58,0
